user_id,event_type,timestamp,age_group,subscription_plan,acquisition_channel
user_0013,signup,2024-10-15T15:22:44,45-54,annual,referral
user_0013,bank_connected,2024-10-15T15:38:44,45-54,annual,referral
user_0013,first_transaction_categorized,2024-10-15T15:41:28,45-54,annual,referral
user_0013,first_budget_created,2024-10-15T16:15:09,45-54,annual,referral
user_0013,net_worth_viewed,2024-10-15T16:27:09,45-54,annual,referral
user_0013,credit_score_viewed,2024-10-15T16:34:22,45-54,annual,referral
user_0013,savings_rate_viewed,2024-10-15T16:41:55,45-54,annual,referral
user_0014,signup,2024-10-16T12:09:28,25-34,monthly,paid_social
user_0014,bank_connected,2024-10-16T12:24:28,25-34,monthly,paid_social
user_0014,first_transaction_categorized,2024-10-16T12:27:03,25-34,monthly,paid_social
user_0015,signup,2024-10-17T08:55:14,35-44,monthly,seo_organic
user_0015,bank_connected,2024-10-17T09:11:14,35-44,monthly,seo_organic
user_0015,first_transaction_categorized,2024-10-17T09:14:02,35-44,monthly,seo_organic
user_0015,first_budget_created,2024-10-17T09:47:38,35-44,monthly,seo_organic
user_0016,signup,2024-10-18T17:32:09,25-34,annual,referral
user_0016,bank_connected,2024-10-18T17:48:09,25-34,annual,referral
user_0016,first_transaction_categorized,2024-10-18T17:50:51,25-34,annual,referral
user_0016,first_budget_created,2024-10-18T18:22:36,25-34,annual,referral
user_0016,net_worth_viewed,2024-10-18T18:35:36,25-34,annual,referral
user_0017,signup,2024-10-19T11:18:47,45-54,monthly,seo_organic
user_0018,signup,2024-10-20T14:04:22,35-44,annual,paid_social
user_0018,bank_connected,2024-10-20T14:19:22,35-44,annual,paid_social
user_0018,first_transaction_categorized,2024-10-20T14:21:58,35-44,annual,paid_social
user_0018,first_budget_created,2024-10-20T14:55:39,35-44,annual,paid_social
user_0018,bill_calendar_viewed,2024-10-20T15:08:39,35-44,annual,paid_social
user_0019,signup,2024-10-21T09:37:54,25-34,monthly,referral
user_0019,bank_connected,2024-10-21T09:52:54,25-34,monthly,referral
user_0019,first_transaction_categorized,2024-10-21T09:55:31,25-34,monthly,referral
user_0019,first_budget_created,2024-10-21T10:28:07,25-34,monthly,referral
user_0020,signup,2024-10-22T16:51:09,18-24,monthly,paid_social
user_0021,signup,2024-10-23T10:28:33,35-44,annual,seo_organic
user_0021,bank_connected,2024-10-23T10:43:33,35-44,annual,seo_organic
user_0021,first_transaction_categorized,2024-10-23T10:46:17,35-44,annual,seo_organic
user_0021,first_budget_created,2024-10-23T11:20:54,35-44,annual,seo_organic
user_0021,net_worth_viewed,2024-10-23T11:33:54,35-44,annual,seo_organic
user_0021,savings_rate_viewed,2024-10-23T11:40:28,35-44,annual,seo_organic
user_0022,signup,2024-10-24T07:14:57,25-34,monthly,referral
user_0022,bank_connected,2024-10-24T07:29:57,25-34,monthly,referral
user_0022,first_transaction_categorized,2024-10-24T07:32:41,25-34,monthly,referral
user_0023,signup,2024-10-25T13:42:18,45-54,annual,seo_organic
user_0023,bank_connected,2024-10-25T13:58:18,45-54,annual,seo_organic
user_0023,first_transaction_categorized,2024-10-25T14:00:55,45-54,annual,seo_organic
user_0023,first_budget_created,2024-10-25T14:35:37,45-54,annual,seo_organic
user_0023,bill_calendar_viewed,2024-10-25T14:48:37,45-54,annual,seo_organic
user_0023,credit_score_viewed,2024-10-25T14:55:14,45-54,annual,seo_organic
user_0024,signup,2024-10-26T08:59:42,35-44,monthly,paid_social
user_0024,bank_connected,2024-10-26T09:14:42,35-44,monthly,paid_social
user_0024,first_transaction_categorized,2024-10-26T09:17:26,35-44,monthly,paid_social
user_0024,first_budget_created,2024-10-26T09:50:03,35-44,monthly,paid_social
user_0025,signup,2024-10-27T15:27:13,25-34,annual,referral
user_0025,bank_connected,2024-10-27T15:42:13,25-34,annual,referral
user_0025,first_transaction_categorized,2024-10-27T15:44:57,25-34,annual,referral
user_0025,first_budget_created,2024-10-27T16:19:34,25-34,annual,referral
user_0025,net_worth_viewed,2024-10-27T16:32:34,25-34,annual,referral
user_0025,savings_rate_viewed,2024-10-27T16:39:07,25-34,annual,referral
user_0026,signup,2024-10-28T11:03:28,18-24,monthly,paid_social
user_0027,signup,2024-10-29T09:18:55,35-44,annual,seo_organic
user_0027,bank_connected,2024-10-29T09:33:55,35-44,annual,seo_organic
user_0027,first_transaction_categorized,2024-10-29T09:36:39,35-44,annual,seo_organic
user_0027,first_budget_created,2024-10-29T10:11:16,35-44,annual,seo_organic
user_0028,signup,2024-10-30T14:45:32,45-54,annual,referral
user_0028,bank_connected,2024-10-30T15:00:32,45-54,annual,referral
user_0028,first_transaction_categorized,2024-10-30T15:03:17,45-54,annual,referral
user_0028,first_budget_created,2024-10-30T15:37:54,45-54,annual,referral
user_0028,bill_calendar_viewed,2024-10-30T15:50:54,45-54,annual,referral
user_0028,credit_score_viewed,2024-10-30T15:57:31,45-54,annual,referral
user_0029,signup,2024-11-01T08:22:17,25-34,monthly,paid_social
user_0029,bank_connected,2024-11-01T08:37:17,25-34,monthly,paid_social
user_0029,first_transaction_categorized,2024-11-01T08:40:01,25-34,monthly,paid_social
user_0030,signup,2024-11-02T12:58:43,35-44,annual,seo_organic
user_0030,bank_connected,2024-11-02T13:14:43,35-44,annual,seo_organic
user_0030,first_transaction_categorized,2024-11-02T13:17:28,35-44,annual,seo_organic
user_0030,first_budget_created,2024-11-02T13:52:05,35-44,annual,seo_organic
user_0030,net_worth_viewed,2024-11-02T14:05:05,35-44,annual,seo_organic
user_0031,signup,2024-11-03T16:34:59,25-34,monthly,referral
user_0032,signup,2024-11-04T10:11:24,18-24,monthly,paid_social
user_0033,signup,2024-11-05T07:47:51,35-44,annual,seo_organic
user_0033,bank_connected,2024-11-05T08:02:51,35-44,annual,seo_organic
user_0033,first_transaction_categorized,2024-11-05T08:05:36,35-44,annual,seo_organic
user_0033,first_budget_created,2024-11-05T08:40:13,35-44,annual,seo_organic
user_0033,bill_calendar_viewed,2024-11-05T08:53:13,35-44,annual,seo_organic
user_0034,signup,2024-11-06T14:23:37,45-54,annual,referral
user_0034,bank_connected,2024-11-06T14:39:37,45-54,annual,referral
user_0034,first_transaction_categorized,2024-11-06T14:42:22,45-54,annual,referral
user_0034,first_budget_created,2024-11-06T15:17:59,45-54,annual,referral
user_0034,net_worth_viewed,2024-11-06T15:30:59,45-54,annual,referral
user_0034,credit_score_viewed,2024-11-06T15:37:36,45-54,annual,referral
user_0034,savings_rate_viewed,2024-11-06T15:44:09,45-54,annual,referral
user_0035,signup,2024-11-07T09:00:13,25-34,monthly,paid_social
user_0035,bank_connected,2024-11-07T09:15:13,25-34,monthly,paid_social
user_0035,first_transaction_categorized,2024-11-07T09:17:57,25-34,monthly,paid_social
user_0036,signup,2024-11-08T11:37:28,35-44,monthly,seo_organic
user_0036,bank_connected,2024-11-08T11:52:28,35-44,monthly,seo_organic
user_0036,first_transaction_categorized,2024-11-08T11:55:13,35-44,monthly,seo_organic
user_0036,first_budget_created,2024-11-08T12:29:50,35-44,monthly,seo_organic
user_0037,signup,2024-11-09T15:13:44,25-34,annual,referral
user_0037,bank_connected,2024-11-09T15:28:44,25-34,annual,referral
user_0037,first_transaction_categorized,2024-11-09T15:31:29,25-34,annual,referral
user_0037,first_budget_created,2024-11-09T16:06:06,25-34,annual,referral
user_0037,net_worth_viewed,2024-11-09T16:19:06,25-34,annual,referral
user_0038,signup,2024-11-10T08:49:59,18-24,monthly,paid_social
user_0039,signup,2024-11-11T12:26:24,35-44,annual,seo_organic
user_0039,bank_connected,2024-11-11T12:41:24,35-44,annual,seo_organic
user_0039,first_transaction_categorized,2024-11-11T12:44:09,35-44,annual,seo_organic
user_0039,first_budget_created,2024-11-11T13:18:46,35-44,annual,seo_organic
user_0039,bill_calendar_viewed,2024-11-11T13:31:46,35-44,annual,seo_organic
user_0040,signup,2024-11-12T16:02:50,45-54,annual,referral
user_0040,bank_connected,2024-11-12T16:17:50,45-54,annual,referral
user_0040,first_transaction_categorized,2024-11-12T16:20:35,45-54,annual,referral
user_0040,first_budget_created,2024-11-12T16:55:12,45-54,annual,referral
user_0040,net_worth_viewed,2024-11-12T17:08:12,45-54,annual,referral
user_0040,credit_score_viewed,2024-11-12T17:14:49,45-54,annual,referral
user_0041,signup,2024-11-13T10:38:15,25-34,monthly,paid_social
user_0041,bank_connected,2024-11-13T10:53:15,25-34,monthly,paid_social
user_0041,first_transaction_categorized,2024-11-13T10:56:00,25-34,monthly,paid_social
user_0042,signup,2024-11-14T14:14:41,35-44,monthly,seo_organic
user_0043,signup,2024-11-15T08:51:06,25-34,annual,referral
user_0043,bank_connected,2024-11-15T09:06:06,25-34,annual,referral
user_0043,first_transaction_categorized,2024-11-15T09:08:51,25-34,annual,referral
user_0043,first_budget_created,2024-11-15T09:43:28,25-34,annual,referral
user_0043,savings_rate_viewed,2024-11-15T09:56:28,25-34,annual,referral
user_0044,signup,2024-11-16T12:27:32,45-54,annual,seo_organic
user_0044,bank_connected,2024-11-16T12:42:32,45-54,annual,seo_organic
user_0044,first_transaction_categorized,2024-11-16T12:45:17,45-54,annual,seo_organic
user_0044,first_budget_created,2024-11-16T13:19:54,45-54,annual,seo_organic
user_0044,bill_calendar_viewed,2024-11-16T13:32:54,45-54,annual,seo_organic
user_0044,net_worth_viewed,2024-11-16T13:39:31,45-54,annual,seo_organic
user_0044,credit_score_viewed,2024-11-16T13:46:08,45-54,annual,seo_organic
user_0044,savings_rate_viewed,2024-11-16T13:52:45,45-54,annual,seo_organic
user_0045,signup,2024-11-17T09:03:19,18-24,monthly,paid_social
user_0046,signup,2024-11-18T13:40:44,35-44,annual,referral
user_0046,bank_connected,2024-11-18T13:55:44,35-44,annual,referral
user_0046,first_transaction_categorized,2024-11-18T13:58:29,35-44,annual,referral
user_0046,first_budget_created,2024-11-18T14:33:06,35-44,annual,referral
user_0047,signup,2024-11-19T08:16:55,25-34,monthly,seo_organic
user_0047,bank_connected,2024-11-19T08:31:55,25-34,monthly,seo_organic
user_0047,first_transaction_categorized,2024-11-19T08:34:40,25-34,monthly,seo_organic
user_0048,signup,2024-11-20T11:53:20,35-44,annual,paid_social
user_0048,bank_connected,2024-11-20T12:08:20,35-44,annual,paid_social
user_0048,first_transaction_categorized,2024-11-20T12:11:05,35-44,annual,paid_social
user_0048,first_budget_created,2024-11-20T12:45:42,35-44,annual,paid_social
user_0048,net_worth_viewed,2024-11-20T12:58:42,35-44,annual,paid_social
user_0048,savings_rate_viewed,2024-11-20T13:05:19,35-44,annual,paid_social
user_0049,signup,2024-11-21T16:29:46,45-54,annual,referral
user_0049,bank_connected,2024-11-21T16:44:46,45-54,annual,referral
user_0049,first_transaction_categorized,2024-11-21T16:47:31,45-54,annual,referral
user_0049,first_budget_created,2024-11-21T17:22:08,45-54,annual,referral
user_0049,bill_calendar_viewed,2024-11-21T17:35:08,45-54,annual,referral
user_0050,signup,2024-11-22T10:05:57,25-34,monthly,seo_organic
user_0051,signup,2024-11-23T07:42:22,35-44,annual,referral
user_0051,bank_connected,2024-11-23T07:57:22,35-44,annual,referral
user_0051,first_transaction_categorized,2024-11-23T08:00:07,35-44,annual,referral
user_0051,first_budget_created,2024-11-23T08:34:44,35-44,annual,referral
user_0051,credit_score_viewed,2024-11-23T08:47:44,35-44,annual,referral
user_0052,signup,2024-11-24T13:18:48,25-34,monthly,paid_social
user_0052,bank_connected,2024-11-24T13:33:48,25-34,monthly,paid_social
user_0052,first_transaction_categorized,2024-11-24T13:36:33,25-34,monthly,paid_social
user_0053,signup,2024-11-25T09:55:13,18-24,monthly,paid_social
user_0054,signup,2024-11-26T14:31:38,35-44,annual,seo_organic
user_0054,bank_connected,2024-11-26T14:46:38,35-44,annual,seo_organic
user_0054,first_transaction_categorized,2024-11-26T14:49:23,35-44,annual,seo_organic
user_0054,first_budget_created,2024-11-26T15:24:00,35-44,annual,seo_organic
user_0054,net_worth_viewed,2024-11-26T15:37:00,35-44,annual,seo_organic
user_0054,savings_rate_viewed,2024-11-26T15:43:37,35-44,annual,seo_organic
user_0055,signup,2024-11-27T08:08:04,45-54,annual,referral
user_0055,bank_connected,2024-11-27T08:23:04,45-54,annual,referral
user_0055,first_transaction_categorized,2024-11-27T08:25:49,45-54,annual,referral
user_0055,first_budget_created,2024-11-27T09:00:26,45-54,annual,referral
user_0055,bill_calendar_viewed,2024-11-27T09:13:26,45-54,annual,referral
user_0055,credit_score_viewed,2024-11-27T09:20:03,45-54,annual,referral
user_0056,signup,2024-11-28T12:44:29,25-34,monthly,paid_social
user_0056,bank_connected,2024-11-28T12:59:29,25-34,monthly,paid_social
user_0056,first_transaction_categorized,2024-11-28T13:02:14,25-34,monthly,paid_social
user_0057,signup,2024-11-29T09:20:55,35-44,monthly,seo_organic
user_0057,bank_connected,2024-11-29T09:35:55,35-44,monthly,seo_organic
user_0057,first_transaction_categorized,2024-11-29T09:38:40,35-44,monthly,seo_organic
user_0057,first_budget_created,2024-11-29T10:13:17,35-44,monthly,seo_organic
user_0058,signup,2024-11-30T15:57:20,25-34,annual,referral
user_0058,bank_connected,2024-11-30T16:12:20,25-34,annual,referral
user_0058,first_transaction_categorized,2024-11-30T16:15:05,25-34,annual,referral
user_0058,first_budget_created,2024-11-30T16:49:42,25-34,annual,referral
user_0058,net_worth_viewed,2024-11-30T17:02:42,25-34,annual,referral
user_0059,signup,2024-12-01T08:33:46,18-24,monthly,paid_social
user_0060,signup,2024-12-02T12:10:11,35-44,annual,seo_organic
user_0060,bank_connected,2024-12-02T12:25:11,35-44,annual,seo_organic
user_0060,first_transaction_categorized,2024-12-02T12:27:56,35-44,annual,seo_organic
user_0060,first_budget_created,2024-12-02T13:02:33,35-44,annual,seo_organic
user_0060,bill_calendar_viewed,2024-12-02T13:15:33,35-44,annual,seo_organic
user_0061,signup,2024-12-03T16:47:37,45-54,annual,referral
user_0061,bank_connected,2024-12-03T17:02:37,45-54,annual,referral
user_0061,first_transaction_categorized,2024-12-03T17:05:22,45-54,annual,referral
user_0061,first_budget_created,2024-12-03T17:40:59,45-54,annual,referral
user_0061,net_worth_viewed,2024-12-03T17:53:59,45-54,annual,referral
user_0061,savings_rate_viewed,2024-12-03T18:00:36,45-54,annual,referral
user_0062,signup,2024-12-04T10:24:02,25-34,monthly,paid_social
user_0062,bank_connected,2024-12-04T10:39:02,25-34,monthly,paid_social
user_0062,first_transaction_categorized,2024-12-04T10:41:47,25-34,monthly,paid_social
user_0063,signup,2024-12-05T07:00:28,35-44,annual,seo_organic
user_0063,bank_connected,2024-12-05T07:15:28,35-44,annual,seo_organic
user_0063,first_transaction_categorized,2024-12-05T07:18:13,35-44,annual,seo_organic
user_0063,first_budget_created,2024-12-05T07:52:50,35-44,annual,seo_organic
user_0064,signup,2024-12-06T13:36:53,25-34,monthly,referral
user_0065,signup,2024-12-07T08:13:19,35-44,annual,paid_social
user_0065,bank_connected,2024-12-07T08:28:19,35-44,annual,paid_social
user_0065,first_transaction_categorized,2024-12-07T08:31:04,35-44,annual,paid_social
user_0065,first_budget_created,2024-12-07T09:05:41,35-44,annual,paid_social
user_0065,net_worth_viewed,2024-12-07T09:18:41,35-44,annual,paid_social
user_0065,credit_score_viewed,2024-12-07T09:25:18,35-44,annual,paid_social
user_0066,signup,2024-12-08T11:49:44,45-54,annual,referral
user_0066,bank_connected,2024-12-08T12:04:44,45-54,annual,referral
user_0066,first_transaction_categorized,2024-12-08T12:07:29,45-54,annual,referral
user_0066,first_budget_created,2024-12-08T12:42:06,45-54,annual,referral
user_0066,bill_calendar_viewed,2024-12-08T12:55:06,45-54,annual,referral
user_0066,savings_rate_viewed,2024-12-08T13:01:43,45-54,annual,referral
user_0067,signup,2024-12-09T09:25:19,25-34,monthly,seo_organic
user_0067,bank_connected,2024-12-09T09:40:19,25-34,monthly,seo_organic
user_0067,first_transaction_categorized,2024-12-09T09:43:04,25-34,monthly,seo_organic
user_0068,signup,2024-12-10T13:01:45,18-24,monthly,paid_social
user_0069,signup,2024-12-11T07:38:10,35-44,annual,referral
user_0069,bank_connected,2024-12-11T07:53:10,35-44,annual,referral
user_0069,first_transaction_categorized,2024-12-11T07:55:55,35-44,annual,referral
user_0069,first_budget_created,2024-12-11T08:30:32,35-44,annual,referral
user_0069,net_worth_viewed,2024-12-11T08:43:32,35-44,annual,referral
user_0070,signup,2024-12-12T12:14:36,45-54,annual,seo_organic
user_0070,bank_connected,2024-12-12T12:29:36,45-54,annual,seo_organic
user_0070,first_transaction_categorized,2024-12-12T12:32:21,45-54,annual,seo_organic
user_0070,first_budget_created,2024-12-12T13:07:58,45-54,annual,seo_organic
user_0070,bill_calendar_viewed,2024-12-12T13:20:58,45-54,annual,seo_organic
user_0070,credit_score_viewed,2024-12-12T13:27:35,45-54,annual,seo_organic
user_0071,signup,2024-12-13T09:51:01,25-34,monthly,referral
user_0071,bank_connected,2024-12-13T10:06:01,25-34,monthly,referral
user_0071,first_transaction_categorized,2024-12-13T10:08:46,25-34,monthly,referral
user_0072,signup,2024-12-14T14:27:26,35-44,annual,paid_social
user_0072,bank_connected,2024-12-14T14:42:26,35-44,annual,paid_social
user_0072,first_transaction_categorized,2024-12-14T14:45:11,35-44,annual,paid_social
user_0072,first_budget_created,2024-12-14T15:19:48,35-44,annual,paid_social
user_0072,savings_rate_viewed,2024-12-14T15:32:48,35-44,annual,paid_social
user_0073,signup,2024-12-15T08:03:52,25-34,monthly,seo_organic
user_0074,signup,2024-12-16T11:40:17,18-24,monthly,paid_social
user_0075,signup,2024-12-17T15:16:43,35-44,annual,referral
user_0075,bank_connected,2024-12-17T15:31:43,35-44,annual,referral
user_0075,first_transaction_categorized,2024-12-17T15:34:28,35-44,annual,referral
user_0075,first_budget_created,2024-12-17T16:09:05,35-44,annual,referral
user_0075,net_worth_viewed,2024-12-17T16:22:05,35-44,annual,referral
user_0075,credit_score_viewed,2024-12-17T16:28:42,35-44,annual,referral
user_0075,savings_rate_viewed,2024-12-17T16:35:19,35-44,annual,referral
user_0076,signup,2024-12-18T10:52:08,45-54,annual,seo_organic
user_0076,bank_connected,2024-12-18T11:07:08,45-54,annual,seo_organic
user_0076,first_transaction_categorized,2024-12-18T11:09:53,45-54,annual,seo_organic
user_0076,first_budget_created,2024-12-18T11:44:30,45-54,annual,seo_organic
user_0076,bill_calendar_viewed,2024-12-18T11:57:30,45-54,annual,seo_organic
user_0077,signup,2024-12-19T14:28:34,25-34,monthly,referral
user_0077,bank_connected,2024-12-19T14:43:34,25-34,monthly,referral
user_0077,first_transaction_categorized,2024-12-19T14:46:19,25-34,monthly,referral
user_0078,signup,2024-12-20T09:04:59,35-44,annual,paid_social
user_0078,bank_connected,2024-12-20T09:19:59,35-44,annual,paid_social
user_0078,first_transaction_categorized,2024-12-20T09:22:44,35-44,annual,paid_social
user_0078,first_budget_created,2024-12-20T09:57:21,35-44,annual,paid_social
user_0078,net_worth_viewed,2024-12-20T10:10:21,35-44,annual,paid_social
user_0079,signup,2024-12-21T12:41:25,25-34,monthly,seo_organic
user_0080,signup,2024-12-22T16:17:50,18-24,monthly,paid_social
user_0081,signup,2024-12-23T08:54:16,35-44,annual,referral
user_0081,bank_connected,2024-12-23T09:09:16,35-44,annual,referral
user_0081,first_transaction_categorized,2024-12-23T09:12:01,35-44,annual,referral
user_0081,first_budget_created,2024-12-23T09:46:38,35-44,annual,referral
user_0081,bill_calendar_viewed,2024-12-23T09:59:38,35-44,annual,referral
user_0081,credit_score_viewed,2024-12-23T10:06:15,35-44,annual,referral
user_0082,signup,2024-12-24T11:30:41,45-54,annual,seo_organic
user_0082,bank_connected,2024-12-24T11:45:41,45-54,annual,seo_organic
user_0082,first_transaction_categorized,2024-12-24T11:48:26,45-54,annual,seo_organic
user_0082,first_budget_created,2024-12-24T12:23:03,45-54,annual,seo_organic
user_0082,savings_rate_viewed,2024-12-24T12:36:03,45-54,annual,seo_organic
user_0083,signup,2024-12-25T09:07:07,25-34,monthly,referral
user_0084,signup,2024-12-26T13:43:32,35-44,annual,paid_social
user_0084,bank_connected,2024-12-26T13:58:32,35-44,annual,paid_social
user_0084,first_transaction_categorized,2024-12-26T14:01:17,35-44,annual,paid_social
user_0084,first_budget_created,2024-12-26T14:35:54,35-44,annual,paid_social
user_0084,net_worth_viewed,2024-12-26T14:48:54,35-44,annual,paid_social
user_0085,signup,2024-12-27T08:20:18,25-34,monthly,seo_organic
user_0085,bank_connected,2024-12-27T08:35:18,25-34,monthly,seo_organic
user_0085,first_transaction_categorized,2024-12-27T08:38:03,25-34,monthly,seo_organic
user_0086,signup,2024-12-28T11:56:44,18-24,monthly,paid_social
user_0087,signup,2024-12-29T15:33:09,35-44,annual,referral
user_0087,bank_connected,2024-12-29T15:48:09,35-44,annual,referral
user_0087,first_transaction_categorized,2024-12-29T15:50:54,35-44,annual,referral
user_0087,first_budget_created,2024-12-29T16:25:31,35-44,annual,referral
user_0087,bill_calendar_viewed,2024-12-29T16:38:31,35-44,annual,referral
user_0087,credit_score_viewed,2024-12-29T16:45:08,35-44,annual,referral
user_0087,savings_rate_viewed,2024-12-29T16:51:45,35-44,annual,referral
user_0088,signup,2024-12-30T09:09:35,45-54,annual,seo_organic
user_0088,bank_connected,2024-12-30T09:24:35,45-54,annual,seo_organic
user_0088,first_transaction_categorized,2024-12-30T09:27:20,45-54,annual,seo_organic
user_0088,first_budget_created,2024-12-30T10:01:57,45-54,annual,seo_organic
user_0088,net_worth_viewed,2024-12-30T10:14:57,45-54,annual,seo_organic
user_0089,signup,2024-12-31T12:46:20,25-34,monthly,referral
user_0089,bank_connected,2024-12-31T13:01:20,25-34,monthly,referral
user_0089,first_transaction_categorized,2024-12-31T13:04:05,25-34,monthly,referral
